email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
earias@newex.com	apartment	421		70	01899	
eauber@bioholding.com	apartment	561	75		44883	gas
ebaltimore@labdrill.com	condominium	695	70	75	75507	electric,liquid fuel
ebergesen@iselectrics.com	condominium	449		70	46374	electric
ebevelacqua@condax.com	apartment	2311	74		29729	electric,gas
ebevelacqua@golddex.com	house	1039	74		70810	electric,gas
ebilden@bioholding.com	tiny house	144	77	71	62501	electric,gas,steam
ebirkner@plussunin.com	townhome	626	66	72	89180	gas
eblackwood@zotware.com	house	1523	69	72	18211	electric
eblunk@hatfan.com	townhome	3373	73	74	64088	electric
eborgman@betatech.com	modular home	296		73	05158	electric,liquid fuel
ebrucato@konex.com	apartment	2093	72		35286	gas
ebubash@xx-zobam.com	townhome	936	73		22815	electric,gas
ebuemi@ontomedia.com	condominium	3038	75		62330	gas
eburnard@newex.com	townhome	950		72	97370	electric
ebuvens@finhigh.com	house	1518	74	75	01913	electric
ecanlas@plexzap.com	townhome	535	77		52556	electric
ecanlas@xx-holding.com	apartment	902	73	70	56068	electric,liquid fuel,steam
ecantres@dambase.com	condominium	232	73	75	78252	electric
ecartan@xx-holding.com	house	1916	73	72	40311	
ecastros@goodsilron.com	modular home	16	75	72	97130	electric
echaffins@dontechi.com	house	849	76	73	93612	liquid fuel
ecoody@golddex.com	apartment	462	70		13156	gas
ecork@sunnamplex.com	apartment	1970	65	73	38142	electric
ecryer@konmatfix.com	modular home	295	71	73	55110	
edallen@hatfan.com	house	1709	78	72	54102	electric,gas
edaufeldt@rantouch.com	townhome	1071	65	73	41364	electric
edaufeldt@sonron.com	apartment	1019	68	75	93249	electric
edegonia@j-texon.com	apartment	1048	75	74	98635	
edegroot@sunnamplex.com	apartment	511	76		80020	liquid fuel
edeleo@dontechi.com	apartment	542	65	72	37010	electric,gas
edeleo@treequote.com	house	1432		72	47037	gas
edickerson@dambase.com	apartment	916	68		31568	
ediestel@stanredtax.com	apartment	922	64	73	18514	electric,gas
edopico@golddex.com	condominium	89	74	73	63673	
edrymon@condax.com	townhome	1445	74		46617	
edrymon@funholding.com	apartment	681	71		14870	gas
edrymon@ron-tech.com	tiny house	17	69	73	93940	electric
eehmann@funholding.com	house	1091	75	74	36754	electric
eferencz@sonron.com	apartment	1008	74		77619	
efigeroa@zoomit.com	apartment	1116	71	73	05762	liquid fuel
efillingim@sonron.com	apartment	112	76		29301	electric,gas,liquid fuel
eflister@dalttechnology.com	townhome	2028	72		28621	
eflosi@newex.com	house	1313		75	73093	
efoller@bioholding.com	house	832	78	71	95151	electric,gas,steam
efredicks@j-texon.com	house	1709	69		76299	electric,gas,liquid fuel
egillaspie@blackzim.com	apartment	135		71	93552	
eglick@codehow.com	house	1610			67058	steam
eglick@dalttechnology.com	house	773		73	27101	gas
egotter@rantouch.com	condominium	1639	74	69	82513	
egwalthney@rantouch.com	house	577		71	28638	electric
ehagele@domzoom.com	apartment	448	74	70	38565	liquid fuel
ehagele@plussunin.com	house	1402		76	55415	electric
ehamilton@statholdings.com	apartment	1776	69	74	15646	gas
eharoldson@green-plus.com	house	663			30108	gas
eherritt@zotware.com	townhome	576	76	74	36508	electric
ehixenbaugh@rangreen.com	apartment	1263	75	72	44087	steam
ehoa@betatech.com	apartment	978		74	13064	gas,liquid fuel
ehoneywell@green-plus.com	apartment	615	75	76	32598	electric
ehoopengardner@silis.com	townhome	705	73	73	39758	electric
ehudnall@zumgoity.com	house	1734	66	72	45624	gas
eisaacs@dalttechnology.com	apartment	439	68		44067	electric,gas,liquid fuel
eisaacs@y-corporation.com	apartment	610	77	74	14660	
ejacobos@faxquote.com	house	862	69	75	77973	electric
ejulia@konex.com	house	710	73	74	41101	gas
ekaniecki@bioplex.com	townhome	654	75		85628	electric,gas
ekarpel@codehow.com	house	2180	74	73	37733	liquid fuel
ekarpin@singletechno.com	apartment	168	77	76	72631	
ekeetch@dalttechnology.com	townhome	1422	67	74	07463	
ekeneipp@dalttechnology.com	modular home	158	72		32119	electric,gas,liquid fuel
ekiel@stanredtax.com	house	1366	75	74	50134	electric
ekitty@donquadtech.com	house	1440	74		80018	gas
ekitty@mathtouch.com	house	1026	73	74	02541	electric,liquid fuel
eklang@konex.com	modular home	416		73	82331	gas
eklonowski@toughzap.com	house	2212	77	73	54410	electric,gas,steam
ekohl@kinnamplus.com	condominium	853	74	70	75636	electric,liquid fuel
ekolmetz@dambase.com	apartment	1271	76	74	07069	electric
ekonopacki@toughzap.com	house	1626	75	73	98467	electric,gas
ekorando@konmatfix.com	house	801	67		75755	
elabreche@iselectrics.com	condominium	1278	72		70187	electric,gas,liquid fuel
elary@scotfind.com	house	2038		75	48950	
elatzke@blackzim.com	house	938	70		74852	electric,gas,liquid fuel
elatzke@cancity.com	apartment	480	69	69	92007	gas
elatzke@gogozoom.com	house	1650	75	72	74452	liquid fuel
elayous@opentech.com	apartment	761	73		17033	electric
elimmel@funholding.com	house	1306		71	71858	electric,gas
elinahan@zotware.com	house	816	76	69	70067	gas
elindall@domzoom.com	apartment	973	76		02199	
elindall@hatfan.com	condominium	528	75	72	43408	steam
elipke@hatfan.com	house	578			14649	
elipke@plusstrip.com	condominium	933			22430	gas
elipkin@codehow.com	house	2365		74	62293	electric,steam
elorens@zencorporation.com	apartment	933		71	55484	steam
elother@y-corporation.com	apartment	1518	73		85045	electric
elungren@finhigh.com	house	936	71	75	71058	electric,liquid fuel
emalet@kan-code.com	house	115	71	72	89036	electric
emanno@ontomedia.com	apartment	1240		69	94581	
emartabano@ganjaflex.com	house	1258	66	74	68757	electric,gas
ematuszak@toughzap.com	townhome	2396			65441	
emaybury@warephase.com	house	79	71	73	32886	electric
emaynerich@iselectrics.com	apartment	735		73	56732	liquid fuel
emccullan@warephase.com	condominium	1200		70	02331	electric
emcdoniel@statholdings.com	modular home	188	69		74471	electric
emclaird@donware.com	apartment	972	71	74	89311	electric,steam
emconnell@plussunin.com	apartment	971	70	72	43359	
emerced@opentech.com	modular home	270	71	72	89021	electric,steam
emeteer@plussunin.com	tiny house	381	77	74	44412	liquid fuel
emirafuentes@mathtouch.com	apartment	621	72		02167	gas
emirafuentes@streethex.com	townhome	2070	77	75	75025	gas
emiro@conecom.com	house	198	71	76	33412	
emiro@rantouch.com	townhome	575	68		28319	
emiro@zathunicon.com	apartment	324	75	73	90211	electric,gas
emonarrez@condax.com	house	1668	73	70	76684	gas
emontezuma@year-job.com	house	1582	74	73	36313	electric,liquid fuel
emorasca@zoomit.com	apartment	972	76	74	04087	liquid fuel
emorocco@inity.com	condominium	1571		72	36124	
emugnolo@dontechi.com	townhome	641	72	71	11747	steam
emugnolo@zumgoity.com	apartment	197	78		47579	gas,steam
enestle@silis.com	modular home	286	77		12244	gas,liquid fuel
enewville@ganjaflex.com	condominium	1402	67	75	95827	electric,steam
enewville@kinnamplus.com	townhome	1135	70	71	30605	
enewville@zencorporation.com	house	232	71	75	07050	gas
eoldroyd@dalttechnology.com	townhome	1101	67		86023	electric
eoles@kan-code.com	house	701	76	72	34748	electric
eostolaza@scottech.com	apartment	597	72	74	67417	
eostrosky@y-corporation.com	apartment	772	74	73	42267	
epalaspas@opentech.com	townhome	700		72	50645	gas
epaskin@streethex.com	townhome	1650	75		28755	electric
epaskin@y-corporation.com	house	833	69	73	06525	electric,liquid fuel
epatak@bioholding.com	apartment	941	68	71	13782	electric,gas,liquid fuel
epedrozo@conecom.com	house	1369	69		04009	electric
epelkowski@plussunin.com	apartment	537	65	72	04450	electric,gas
eperigo@iselectrics.com	condominium	103	71		26615	gas,liquid fuel
eperigo@plexzap.com	apartment	2053	73	74	03868	electric,steam
epoquette@goodsilron.com	house	1378	75		65081	electric,gas,liquid fuel
epoquette@openlane.com	townhome	896	70	73	26905	
ereitler@rantouch.com	apartment	330	71		54611	gas
erentfro@mathtouch.com	house	787	77	73	86351	gas
erhoden@betasoloin.com	house	863	74	72	14006	
erhym@toughzap.com	townhome	1749	77	73	45030	electric
erhymes@betatech.com	apartment	902	74		16656	gas
eriopelle@plusstrip.com	house	220			52761	gas,liquid fuel,steam
eruta@openlane.com	house	1452	72	73	71946	gas
esarbacher@streethex.com	house	1742	76		91312	liquid fuel
esawchuk@xx-zobam.com	apartment	1132	71	72	87184	gas,steam
esaylors@inity.com	apartment	924	76		21241	electric,gas
esaylors@warephase.com	house	1133	70	73	24269	electric,liquid fuel
escheyer@warephase.com	apartment	45	69	74	48653	electric,gas
eschirpke@zumgoity.com	townhome	66		76	50624	electric
eschmaltz@donquadtech.com	apartment	526	75		44334	gas,liquid fuel
eschnitzler@openlane.com	condominium	1856	74	72	72938	electric
eschoeneck@funholding.com	house	555	69		29643	electric
eschoeneck@hottechi.com	house	1522			38077	
eschoeneck@zotware.com	condominium	707	73		36912	electric
escriven@newex.com	apartment	962	71	72	73112	gas,liquid fuel,steam
eseewald@betasoloin.com	house	1710	77		37931	electric,gas
eseewald@goodsilron.com	apartment	46	73		86326	
esetter@goodsilron.com	apartment	516	74		73802	
esetter@nam-zim.com	apartment	838	73	72	47124	electric
eshin@zoomit.com	house	1224	69	72	36925	electric,steam
eslayton@funholding.com	house	670	65	72	48003	electric
espickerman@cancity.com	townhome	1373	73	72	10559	liquid fuel
esteffensmeier@streethex.com	apartment	1009	73	74	17767	electric,gas
esteier@kan-code.com	house	2573	73		88901	electric,gas,liquid fuel
estem@domzoom.com	house	1693	75	76	25530	gas
estem@newex.com	townhome	1983	75	75	98158	electric
estimmel@lexiqvolax.com	house	1202	68	72	89714	electric
estoltzman@sunnamplex.com	house	1063	67	75	41142	electric,gas
esturiale@zoomit.com	apartment	404	76	75	90047	steam
eswayze@hatfan.com	house	1901		71	13113	electric,gas
eswayze@y-corporation.com	townhome	1804		75	15727	liquid fuel
esweely@ontomedia.com	apartment	156	69	74	05148	
esweigard@finjob.com	condominium	1007	75	72	01966	gas,liquid fuel
etawil@toughzap.com	apartment	1372	71	73	49261	electric,liquid fuel
etheodorov@golddex.com	apartment	1106	73		18642	electric,gas,steam
etheodorov@newex.com	townhome	1930	75	71	35453	
ethreets@gogozoom.com	condominium	2044	75	72	68454	
etomasulo@groovestreet.com	house	692			62083	
etromblay@dalttechnology.com	townhome	2071	69	73	85098	electric,gas,liquid fuel
etromblay@dambase.com	townhome	3057	73	71	24124	electric,gas
evanausdal@silis.com	apartment	562	74	75	92052	electric,gas,steam
evarriano@xx-holding.com	apartment	669	72		14558	gas,steam
evizarro@dontechi.com	apartment	578	71		41554	electric,gas,liquid fuel
evocelka@toughzap.com	apartment	1082		68	11721	gas
evonasek@bioplex.com	apartment	2868	76		77461	electric,gas
ewaycott@opentech.com	house	695	67	75	01773	gas
eweglarz@konex.com	house	1254	69		48028	
eweirather@zathunicon.com	house	1647	72	72	87192	gas
ewhobrey@ron-tech.com	modular home	340	74		95377	electric
ewieser@zencorporation.com	apartment	900	70		52171	electric
ewolfgramm@bioplex.com	house	606		71	44671	
eyum@konmatfix.com	modular home	127	69	71	12978	electric,gas,liquid fuel
ezagen@scottech.com	apartment	1552	72		86361	
ezane@y-corporation.com	apartment	111	75		79932	
ezane@zathunicon.com	apartment	87	68		55974	electric,gas,steam
facey@opentech.com	apartment	93	69	73	21612	liquid fuel
fadkin@plexzap.com	apartment	1040	75	71	32653	gas
fauber@opentech.com	house	2292	74	73	87068	electric,gas,liquid fuel
fauffrey@plussunin.com	house	1652	69		53003	
fbaltimore@finhigh.com	house	1082	69	73	71138	electric
fbartolet@xx-zobam.com	townhome	1811	66	72	93291	electric,gas,liquid fuel
fbeech@silis.com	house	1776	73		28334	
fberlanga@dontechi.com	house	175	64		55088	steam
fbirkner@faxquote.com	apartment	484	64	76	83401	gas
fbookamer@zoomit.com	modular home	179		72	75603	gas
fbrachle@treequote.com	townhome	206	74	74	73103	
fbrossart@funholding.com	house	4154	67	71	95899	gas
fbutzen@mathtouch.com	apartment	1035	70		75165	electric,gas,liquid fuel
fbutzen@xx-zobam.com	house	1257	73	70	43928	gas
fbuvens@streethex.com	house	1419	65	74	83837	
fbuzick@j-texon.com	apartment	388	75	71	95689	electric,liquid fuel
fcanlas@hatfan.com	apartment	398	74		34117	
fcantres@betatech.com	townhome	1161	69		45310	electric,gas
fcantres@treequote.com	house	821		71	92107	electric,gas
fcartan@dambase.com	house	1592	75	71	01062	gas
fcaudy@ontomedia.com	apartment	490	76		90303	electric
fcentini@statholdings.com	townhome	1304	75	72	96152	
fcetta@domzoom.com	apartment	837		69	52315	gas
fcoody@plusstrip.com	house	2378	70	71	56167	electric
fcraghead@hatfan.com	townhome	2273	68		07103	electric,gas
fcronauer@finjob.com	condominium	848	76	74	26074	electric
fcronauer@plusstrip.com	townhome	1507			17901	electric,gas
fcrupi@betasoloin.com	apartment	579	75	71	73009	
fdarakjy@zencorporation.com	modular home	379	69	73	31305	gas,liquid fuel
fdegroot@treequote.com	house	1086	67	73	47980	gas,liquid fuel
fdelasancha@ontomedia.com	condominium	650	75	73	96157	electric,gas
fdewar@gogozoom.com	house	1476	64	72	22067	steam
fdewar@scotfind.com	apartment	1383	69	74	91910	gas
fdinos@hottechi.com	apartment	1338	75		67867	electric
fdinos@treequote.com	modular home	239	73	72	31312	electric
fdopico@golddex.com	house	2017	71		70819	gas
fduenas@dalttechnology.com	townhome	918	75	74	44403	electric
femard@opentech.com	apartment	945	70	72	07717	
feroman@newex.com	condominium	732	72	69	83126	electric,gas
ffarrow@plussunin.com	apartment	521	73		53182	
ffarrow@treequote.com	house	3573		70	45040	electric,gas
ffeichtner@dambase.com	modular home	121	66		47357	
ffeichtner@green-plus.com	house	2209	74	71	44397	gas
fferencz@zotware.com	apartment	633	72	72	13261	electric
fferrario@bioplex.com	apartment	875	78		64051	gas,liquid fuel
ffrankel@y-corporation.com	apartment	871	74	72	04321	electric,liquid fuel
ffunnell@green-plus.com	townhome	716		72	56010	electric
fgehrett@labdrill.com	condominium	534	77	74	57565	electric
fgesick@sumace.com	townhome	749	72		02305	electric,gas
fgillian@mathtouch.com	apartment	813		70	59326	
fgood@mathtouch.com	apartment	1767	71	72	36125	electric,steam
fgreenbush@bioplex.com	apartment	984	68	72	78163	gas
fgreenbush@lexiqvolax.com	apartment	605	71	73	10920	
fgudroe@hottechi.com	apartment	846	74	76	35062	gas
fgwalthney@bioholding.com	house	777			24155	
fhalsey@iselectrics.com	condominium	683	72		03091	gas
fhaufler@zoomit.com	house	2064	73	73	55393	electric
fheimann@year-job.com	apartment	602	71	73	01343	electric,liquid fuel
fheintzman@funholding.com	house	1761	69		74047	electric
fhoa@year-job.com	house	3376	73	74	24333	gas
fhollack@sonron.com	condominium	1169	71	72	72863	electric,gas
fhughey@green-plus.com	house	1170	73	72	55443	gas,liquid fuel
fhughey@yearin.com	apartment	934	77	72	15920	electric,gas
finouye@rangreen.com	townhome	1031	73		29322	electric,gas,liquid fuel
fisenhower@lexiqvolax.com	apartment	444	71	74	48341	
fjacobos@goodsilron.com	house	1061	66	71	72465	liquid fuel
fjacobos@kinnamplus.com	condominium	166	65	69	38454	electric
fjayson@kan-code.com	house	614	72	71	41144	
fjillson@domzoom.com	house	653	76	75	16054	
fkaniecki@fasehatice.com	apartment	505	76		50546	liquid fuel
fkines@zumgoity.com	apartment	1641	73	73	03111	electric
fkitty@labdrill.com	apartment	1418	66	70	20060	electric,gas
fkitzman@kinnamplus.com	townhome	1028	75	71	94548	electric,gas,liquid fuel
fklang@ganjaflex.com	house	722	67	73	01374	
fklimek@ron-tech.com	condominium	1348	70		92408	electric
fknipp@plusstrip.com	house	104	76		52168	electric
fkohnert@golddex.com	condominium	1183	74	69	14063	gas,steam
fkoppinger@zencorporation.com	house	858	75	70	85717	
fkorando@scottech.com	house	1044	65		31707	electric
fkorando@streethex.com	house	1671			68542	electric
flapage@stanredtax.com	house	2619			48835	gas
flary@zathunicon.com	house	178	64		81260	gas
floader@rundofase.com	house	1929	71	72	40020	
fmadarang@isdom.com	condominium	417	69		81225	
fmai@rundofase.com	townhome	1217	67		78335	
fmaisto@fasehatice.com	apartment	69	76		97385	electric,gas,liquid fuel,steam
fmaisto@labdrill.com	apartment	939	74		37724	
fmalvin@lexiqvolax.com	townhome	778	77	69	73701	steam
fmalvin@sonron.com	townhome	2333	68	70	41081	
fmastella@condax.com	condominium	670	67	73	62852	electric,liquid fuel
fmauson@y-corporation.com	townhome	464	76	73	40513	electric,gas
fmaybury@zathunicon.com	house	1328	68	72	52032	liquid fuel
fmaybury@zumgoity.com	apartment	638	68	70	62339	gas
fmaynerich@toughzap.com	house	1509	71		71003	
fmcnease@zencorporation.com	tiny house	79			77844	electric
fmeisel@openlane.com	apartment	1457		73	06073	electric,gas
fmiceli@dalttechnology.com	apartment	1191	76	71	13649	gas
fmirafuentes@domzoom.com	townhome	97	69	72	24854	electric
fmirafuentes@fasehatice.com	condominium	815	76	74	28163	
fmirafuentes@silis.com	condominium	1376	71	73	76097	electric,gas
fmirafuentes@zotware.com	apartment	865			04434	
fmiro@golddex.com	townhome	91		74	23976	electric
fmodzelewski@hottechi.com	modular home	878	76	76	80151	electric,gas
fmondella@scottech.com	house	1418	68	69	31901	electric
fmonterrubio@lexiqvolax.com	house	1742	71	74	03058	gas
fmonterrubio@nam-zim.com	townhome	2149	66	73	26103	gas
fmorocco@inity.com	apartment	2094	66		50452	electric
fmugnolo@donquadtech.com	modular home	585	70	76	32233	
fmulqueen@dambase.com	house	118	69		16801	electric,gas,liquid fuel
fnachor@zotware.com	house	940	69	71	45413	gas
fnayar@lexiqvolax.com	townhome	65	66	72	43357	electric,gas
fneither@zumgoity.com	apartment	920	75	73	50063	
fnestle@faxquote.com	modular home	23	72		91761	gas,liquid fuel
fnicka@condax.com	house	1413	78	69	93778	liquid fuel
fnunlee@xx-holding.com	apartment	1643			71472	gas
fohms@konex.com	house	80	76	74	67235	
foldroyd@singletechno.com	apartment	831	72		84112	electric
fonofrio@conecom.com	apartment	695	72		53016	liquid fuel
fpapasergi@mathtouch.com	apartment	1119	76	72	77555	liquid fuel
fpaprocki@betasoloin.com	house	689	75	71	06492	gas,liquid fuel
fparvis@zencorporation.com	house	1789	69	71	01748	
fpaulas@codehow.com	house	2719			08899	electric,gas,liquid fuel
fpedrozo@inity.com	apartment	891	70	73	72219	electric,gas,liquid fuel
fpolidori@sonron.com	condominium	597	69	69	19545	electric,steam
frhym@konex.com	townhome	683	75	75	12071	electric,liquid fuel
frhym@openlane.com	townhome	3341	70	69	20500	
frodefer@dontechi.com	house	1667			91345	electric
frodefer@rantouch.com	modular home	473	71	70	19721	
