household_email	appliance_number	manufacturer_name	model	appliance_type	energy_source	air_handler_types	rpm	eer	hspf	seer	tank_size	temperature	btu
cplumer@statholdings.com	1	Parjuban Holdings		air_handler	thermosolar	heater,heatpump	1510		20.0	53.0			13096
cplumer@statholdings.com	2	Parpickicentor  Inc	Lomniponar	air_handler	electric	heater	1800						9201
cplumer@statholdings.com	3	Thrusipupistor Direct	Grosapplin	air_handler		air_conditioner	1980	3.8					10268
cplumer@statholdings.com	4	Klitumaman  Group	Grobananex	water_heater	fuel oil						36.3	179	8888
cpolidori@zumgoity.com	1	Rehupex	Cipericator	air_handler		heatpump	340		22.3	44.0			3129
cpolidori@zumgoity.com	2	Cipsapex	Invenupar	air_handler	electric	heater	490						3811
cpolidori@zumgoity.com	3	Ciptinefar  Inc		air_handler		air_conditioner,heatpump	1360	4.0	23.5	51.7			5115
cpoquette@treequote.com	1	Uptanover Holdings Company	Endwerpower	water_heater	gas						39.4	204	12750
cradde@domzoom.com	1	Klinipar International Company		air_handler		heatpump	840		23.9	45.4			14786
cradde@finjob.com	1	Rapfropistor Direct	Varquestinantor	air_handler		air_conditioner	430	8.2					5716
cragel@nam-zim.com	1	Lomfropor	Lomzapentor	water_heater	fuel oil						13.5	105	8707
cragel@nam-zim.com	2	Truzapazz Direct		air_handler		air_conditioner,heatpump	650	2.3	24.3	34.6			10787
cragel@nam-zim.com	3	Varsipazz Direct	Rappebepover	water_heater	electric						14.5	179	7392
cragel@nam-zim.com	4	Parquestin International		air_handler	electric	heater	670						8017
cragel@yearin.com	1	Monsapan International Corp.	Upmunan	air_handler		air_conditioner	1460	2.4					9624
cragel@yearin.com	2	Tupvenax Direct	Rekilamax	air_handler	electric	heater	1030						8480
cragel@yearin.com	3	Upkilex Holdings	Adquestackin	air_handler	electric	air_conditioner,heater	1910	3.8					10818
cragel@yearin.com	4	Grovenimax Direct	Emtinomman	air_handler		air_conditioner	1130	3.7					7174
cragel@yearin.com	5	Happickicator Direct	Lompebollazz	water_heater	gas						79.8		7908
cragel@yearin.com	6	Rapvenegover International Group	Hapquestower	air_handler	electric	heater	1990						9501
cragel@yearin.com	7	Emvenanor WorldWide	Varpickollazz	air_handler		air_conditioner	1910	4.3					9264
creiber@ganjaflex.com	1	Dopquestan WorldWide		air_handler	gas	air_conditioner,heater,heatpump	1900	1.9	24.9	29.1			9161
creiber@ganjaflex.com	2	Frodimamax WorldWide		water_heater	fuel oil						60.0	102	4673
creiber@ganjaflex.com	3	Frowerupar	Emrobaquicator	air_handler		air_conditioner	1340	5.6					4570
creiber@ganjaflex.com	4	Haphupazz Direct	Fropebentor	air_handler	electric	heater,heatpump	1010		14.1	36.3			7437
crentfro@domzoom.com	1	Thruquestegazz  Company	Intanupicator	air_handler		heatpump	510		22.7	29.6			13080
crhym@betatech.com	1	Endpebazz Direct Group	Qwitumamex	air_handler	gas	heater	490						9393
crhym@betatech.com	2	Dopglibefazz  Company	Hapquestexazz	air_handler	electric	heater	1270						11569
crhym@betatech.com	3	Emtinicator WorldWide	Tuprobedistor	air_handler		air_conditioner	1240	3.4					9085
crhym@betatech.com	4	Emwerpentor Direct Corp.	Qwivenor	water_heater	gas						53.0	128	11069
crhym@year-job.com	1	Hapdimamex WorldWide	Tupbanegantor	air_handler	electric	heater	1630						10908
crhymes@scottech.com	1	Varzapicator Direct Corp.	Zeemunentor	air_handler	electric	heater	1880						4743
crhymes@scottech.com	2	Frofropentor Holdings	Grodudonicator	air_handler		air_conditioner	1400	2.3					5480
crhymes@scottech.com	3	Unweropax Direct	Inbanower	air_handler		heatpump	600		32.4	52.0			5985
crim@green-plus.com	1	Insipollover Holdings	Qwimunicazz	air_handler		air_conditioner	1400	2.1					11662
crim@green-plus.com	2	Mondudower WorldWide	Lomjubackan	water_heater	electric						10.8	120	10268
crim@green-plus.com	3	Rapnipegex International	Unniponower	water_heater	fuel oil						40.0		10859
crim@green-plus.com	4	Thrufropover  Group	Supwerpor	water_heater	heat pump						73.1	110	7009
crim@green-plus.com	5	Varjubommistor Direct Group	Winkilopicator	air_handler	electric	heater	930						9408
crim@green-plus.com	6	Surkilimentor  Company	Qwifropepicator	air_handler		heatpump	1640		25.3	61.7			9197
crim@zotware.com	1	Thrupebonor	Qwidudamentor	water_heater	heat pump						17.2	114	5475
crim@zotware.com	2	Cipsapentor International	Kliglibower	air_handler		air_conditioner	600	5.0					4363
crim@zotware.com	3	Recadin  Group	Dopcadegex	air_handler		heatpump	360		28.1	50.7			6097
crodefer@silis.com	1	Empebupazz Direct	Bardimewower	water_heater	electric						15.4		12010
crodeigues@nam-zim.com	1	Emvenanor WorldWide	Indimar	air_handler	electric	heater	490						2606
crodeigues@nam-zim.com	2	Adsapantor Direct Corp.		air_handler	gas	heater	450						2014
crodeigues@nam-zim.com	3	Fromunommower Holdings Group	Monhupax	water_heater	electric						20.3	98	3099
crodenberger@groovestreet.com	1	Tipweran Holdings	Repickupentor	air_handler		air_conditioner	540	8.1					12585
crulapaugh@domzoom.com	1	Cipvenistor  Group	Supjubplentor	air_handler	electric	heater	1910						8038
crulapaugh@domzoom.com	2	Rerobupex  Corp.	Winerefover	water_heater	electric						36.2	122	9020
crulapaugh@domzoom.com	3	Groericator WorldWide Inc		water_heater	fuel oil						24.3	170	11773
crulapaugh@domzoom.com	4	Undudower WorldWide	Frosapupazz	air_handler		heatpump	1880		25.7	35.9			11085
crulapaugh@domzoom.com	5	Klitanplex Direct Company	Rapkilonar	air_handler	gas	heater	2050						9191
crulapaugh@domzoom.com	6	Upfropadar WorldWide Company	Lomhupantor	air_handler		air_conditioner	1420	5.6					7077
cryser@ontomedia.com	1	Frotumar Direct	Cipwerplar	water_heater	gas						18.5	238	7897
cryser@ontomedia.com	2	Klieregower WorldWide	Ciptanistor	air_handler	electric	heater,air_conditioner	1100	3.0					11238
cryser@ontomedia.com	3	Upsipazz Holdings Inc	Tupfropepantor	air_handler		air_conditioner	1540	1.7					7736
cryser@y-corporation.com	1	Cipsipover Direct Inc	Requestor	water_heater	electric						53.7		1987
cryser@y-corporation.com	2	Cippebistor International	Thrutanupar	air_handler	electric	air_conditioner,heater,heatpump	1780	1.6	17.8	42.0			3559
cryser@y-corporation.com	3	Bartinistor WorldWide	Admunimantor	air_handler	electric	heater	2090						2316
cryser@y-corporation.com	4	Uppickax Holdings Inc	Kliwerinower	air_handler	electric	heater	1520						2832
cryser@y-corporation.com	5	Monjubin	Ciptumamazz	water_heater	gas						12.2		3374
cryser@y-corporation.com	6	Adpickover International		air_handler		air_conditioner	1700	0.6					2932
csamara@conecom.com	1	Unmunexover Holdings	Indimicover	air_handler		heatpump	2020		22.0	52.5			5385
csamara@conecom.com	2	Partinedin	Lomdudexax	air_handler	electric	heater	1680						5215
csamara@conecom.com	3	Varwerpazz Direct	Qwitanistor	air_handler	electric	heater	1140						7252
csamara@conecom.com	4	Adkilicator WorldWide Company	Rapfropower	air_handler		air_conditioner,heatpump	320	2.8	25.9	47.7			10465
csamara@conecom.com	5	Inbanewor International Corp.	Remunower	air_handler	thermosolar	heater	1760						5587
csamara@conecom.com	6	Rapbanollax Holdings Corp.	Truwerpor	air_handler		heatpump	1790		25.7	42.2			7087
csamara@domzoom.com	1	Inquestaquover WorldWide	Qwifropazz	air_handler	electric	heater	1050						1467
csamara@domzoom.com	2	Barvenadower Holdings	Monrobicicator	water_heater	electric						69.0		1656
csamara@domzoom.com	3	Tipfropilentor Direct Corp.	Tipzapepex	water_heater	electric						27.4	114	1596
csarao@plexzap.com	1	Unglibicator  Corp.	Klipickantor	air_handler	electric	heater,air_conditioner,heatpump	1940	0.9	17.2	41.1			3003
csarao@plexzap.com	2	Tuprobollicator WorldWide	Endtinantor	air_handler	gas	air_conditioner,heater,heatpump	560	1.8	23.8	49.1			3904
csarao@plexzap.com	3	Haptanazz International	Inquestepor	air_handler		heatpump	1720		17.1	25.5			3525
csarao@scotfind.com	1	Hapsipaquentor Direct	Dopsapicator	air_handler	electric	heater	1770						4367
csarao@scotfind.com	2	Endglibupentor Holdings Group	Unpickollin	air_handler		air_conditioner,heatpump	1340	1.7	19.9	32.7			6967
csarao@scotfind.com	3	Tipjubepover	Tiphupommex	air_handler	gas	heater	910						3806
csarao@scotfind.com	4	Rapjubepower WorldWide		air_handler		heatpump	1290		21.1	55.9			4863
csaulter@plexzap.com	1	Qwipickan International Corp.	Qwitinegover	water_heater	electric						10.7	106	6576
csaulter@plexzap.com	2	Fropebollax WorldWide Group		air_handler		heatpump	1880		21.1	26.3			9764
csaulter@plexzap.com	3	Tupfropantor	Surwerpover	air_handler		air_conditioner	1310	3.1					9127
csayaphon@plexzap.com	1	Parsipentor Holdings	Adjubax	water_heater	gas						18.0	157	9016
csaylors@dambase.com	1	Emrobackicator	Surtanegin	air_handler		air_conditioner	850	2.7					4299
csaylors@dambase.com	2	Adtumegax	Pardimentor	water_heater	electric						66.7	119	3755
csaylors@dambase.com	3	Uppickentor	Parzapomman	air_handler		heatpump	380		23.7	29.2			4887
csaylors@dambase.com	4	Qwiglibin Holdings		air_handler	electric	air_conditioner,heater	1860	2.8					6851
csaylors@singletechno.com	1	Inweristor WorldWide	Grodudommex	air_handler	electric	heater	860						5749
csaylors@singletechno.com	2	Upfropadar WorldWide Company		air_handler		air_conditioner	1730	1.3					6872
csaylors@singletechno.com	3	Winsapplover	Emvenor	air_handler		air_conditioner,heatpump	350	16.4	21.6	51.5			8641
cschemmer@toughzap.com	1	Inwerpanistor Holdings	Rapereficator	water_heater	heat pump						18.7	104	11420
cschemmer@xx-zobam.com	1	Empebupazz Direct	Doppebicistor	air_handler		heatpump	550		17.6	48.4			5142
cschemmer@xx-zobam.com	2	Cipdudefower WorldWide	Inzapicicator	air_handler		heatpump	1240		25.8	40.5			4911
cschemmer@xx-zobam.com	3	Qwidudentor International	Inbanplazz	air_handler		heatpump,air_conditioner	1330	3.2	16.3	47.7			7403
cscheyer@fasehatice.com	1	Klizapin	Cipweradicator	water_heater	electric						44.5		7501
cscheyer@fasehatice.com	2	Surfropover	Qwirobedar	air_handler		air_conditioner	860	1.5					7485
cscheyer@fasehatice.com	3	Unwerpilax Holdings Group	Tupmunimantor	air_handler	electric	heater	750						6570
cscheyer@fasehatice.com	4	Surquestamor  Corp.	Thruerilistor	air_handler		heatpump	880		24.7	44.7			6077
cscheyer@fasehatice.com	5	Growerex	Trutanplor	water_heater	gas						29.3		6264
cscheyer@fasehatice.com	6	Tupvenin Direct Inc	Thrufropepazz	water_heater	gas						18.9	216	5752
cscheyer@fasehatice.com	7	Grohupicator Direct	Zeebanan	air_handler		air_conditioner	390	2.7					5795
cscheyer@fasehatice.com	8	Doperin	Windimedazz	air_handler		heatpump	2010		27.7	38.6			6067
cscheyer@fasehatice.com	9	Tupvenonax	Monrobin	air_handler	electric	heatpump,heater	2090		18.0	37.6			8484
cscheyer@groovestreet.com	1	Tuperepan WorldWide	Emdudewower	air_handler	gas	heater	1900						8720
cschieler@streethex.com	1	Barsipicar Holdings Inc	Dopsaponor	water_heater	electric						11.7		7381
cschieler@streethex.com	2	Tiperimor International	Varsapepower	air_handler		air_conditioner	850	3.3					10189
cschieler@streethex.com	3	Varpebewicator Direct	Winnipegentor	air_handler		air_conditioner	820	1.8					8156
cschirpke@betasoloin.com	1	Rapbanollax Holdings Corp.	Undimicar	air_handler	electric	heater	640						9856
cschmierer@condax.com	1	Rebanupex Holdings Group		air_handler		air_conditioner	1950	1.9					7892
cschmierer@condax.com	2	Groglibexan International	Upquestegex	air_handler	gas	air_conditioner,heater	1920	15.1					9677
cschmierer@condax.com	3	Fromunar WorldWide Group	Thrupickicator	air_handler		air_conditioner	370	3.0					5381
cschnitzler@rundofase.com	1	Ciptumedgicator  Inc	Lomwerpover	water_heater	gas						27.9	119	4272
cschnitzler@rundofase.com	2	Rapsipefar Direct Company	Parnipistor	air_handler	electric	heater	690						4335
cschnitzler@rundofase.com	3	Bartumopover Direct Inc	Grokilan	air_handler	electric	heater,heatpump	330		14.1	34.6			6935
cschoeneck@finjob.com	1	Grosipamor	Cippeban	water_heater	electric						79.9	113	12057
cschoeneck@finjob.com	2	Winquestedgazz  Inc		air_handler		air_conditioner	1530	3.9					11884
cschoeneck@finjob.com	3	Retanower International Inc		air_handler	electric	heater	1500						9677
cscipione@konmatfix.com	1	Doptanex International Company	Lomglibin	air_handler	electric	heatpump,heater	730		27.9	37.9			6337
cscipione@konmatfix.com	2	Truhupar Direct	Emdudepan	air_handler		air_conditioner,heatpump	1490	2.2	21.6	51.0			4927
cscipione@konmatfix.com	3	Thrucadantor WorldWide	Upfropan	air_handler		air_conditioner	570	0.8					3918
cscipione@konmatfix.com	4	Winsipicator  Inc	Wincadegower	water_heater	heat pump						17.9	143	4258
cscipione@konmatfix.com	5	Ciptanex		air_handler		air_conditioner	650	1.4					4028
cscipione@konmatfix.com	6	Dophupan International Company	Surtumamax	air_handler		air_conditioner	400	0.9					4039
cscriven@isdom.com	1	Sursipedower  Inc		air_handler	gas	heater	1430						15195
cseewald@rundofase.com	1	Uphupentor Holdings	Tipjubicator	air_handler	electric	heater	900						23443
csemidey@iselectrics.com	1	Inkilex		air_handler	electric	heatpump,heater	1220		22.5	66.0			8038
csemidey@iselectrics.com	2	Mondudower WorldWide		air_handler	electric	heater	1940						5583
csemidey@iselectrics.com	3	Upnipommower International	Tuprobower	air_handler		air_conditioner	790	1.0					5192
csemidey@konmatfix.com	1	Thruquestegazz  Company	Raptanantor	air_handler		air_conditioner,heatpump	530	1.1	19.2	26.5			5134
csemidey@konmatfix.com	2	Rehupommantor Holdings Corp.		air_handler	gas	heater,heatpump	1500		24.8	31.5			4708
csemidey@konmatfix.com	3	Endcadan	Supfropedistor	water_heater	electric						80.7	101	2516
csemidey@konmatfix.com	4	Vartumackicator  Company	Lomwerpin	air_handler		air_conditioner,heatpump	1230	2.2	22.9	51.1			5617
csergi@zathunicon.com	1	Gromunommentor Holdings Company		water_heater	gas						82.0	95	7093
cshealy@hatfan.com	1	Surtanegower	Unjubamex	air_handler		air_conditioner	360	0.6					3034
cshealy@hatfan.com	2	Parpickin International	Lomglibar	air_handler	electric	heater,air_conditioner	1020	2.9					3931
cshealy@hatfan.com	3	Unpebexower	Parwerackentor	air_handler		heatpump	1780		25.0	28.3			2772
cshealy@zumgoity.com	1	Emmunex  Inc	Thrugliban	air_handler	electric	heater	1760						4049
cshealy@zumgoity.com	2	Upnipexax International		air_handler	gas	heater,heatpump	430		22.7	41.5			7151
cshealy@zumgoity.com	3	Cipmunax	Groweronin	air_handler		heatpump	1130		25.2	26.4			5516
cshields@donquadtech.com	1	Hapdimamex WorldWide		water_heater	gas						23.1	111	7277
cshields@donquadtech.com	2	Trutumegantor WorldWide	Parglibin	air_handler		air_conditioner	540	4.1					6945
cshields@donquadtech.com	3	Hapkilantor		water_heater	gas						12.7	165	8995
cshields@donquadtech.com	4	Winglibower  Company	Rerobaquicator	air_handler		air_conditioner	1800	4.4					8745
cshields@donquadtech.com	5	Adsapedex WorldWide Company	Adpickex	air_handler		heatpump	360		20.6	29.8			6982
cshields@donquadtech.com	6	Rapsipin Direct Inc	Varglibar	water_heater	heat pump						11.3	106	8126
cshields@iselectrics.com	1	Partumax Direct Group	Thrutinepor	air_handler	electric	heater	990						15274
cshin@year-job.com	1	Rapsipefar Direct Company	Updudommover	air_handler		heatpump	650		26.5	39.2			4645
cshinko@toughzap.com	1	Growerpicator Holdings	Hapwerpor	air_handler		air_conditioner	1450	9.6					14322
cshinko@toughzap.com	2	Thrutanower	Tupkilaquazz	air_handler		air_conditioner	1750	2.6					12995
cshinko@toughzap.com	3	Parpebefex	Pardimollistor	air_handler		air_conditioner	340	22.5					11165
cshinko@toughzap.com	4	Uppickentor	Grocadaman	air_handler		heatpump	990		23.5	48.8			10302
cshire@plexzap.com	1	Rapvenamower International	Tupjubegan	air_handler	electric	heater	1760						11275
cshire@plexzap.com	2	Supsapentor	Barjubower	air_handler		heatpump	1070		22.0	47.7			8842
cshire@plexzap.com	3	Rehupan Holdings Company	Surwerower	air_handler	electric	heater	1230						11787
cshire@yearin.com	1	Ciptinefar  Inc	Cipdiminex	air_handler		heatpump	650		24.6	30.4			8303
cshire@yearin.com	2	Endjubupover International Company	Qwifropantor	air_handler	gas	heater	1240						8865
cshire@yearin.com	3	Suprobefax WorldWide Company	Varbanentor	air_handler		air_conditioner	1340	2.2					9191
cshire@yearin.com	4	Frojubimicator WorldWide	Supcadicower	water_heater	heat pump						63.7		10309
cskulski@conecom.com	1	Dopnipicar	Zeewerazz	water_heater	electric						70.8		12046
cskulski@donquadtech.com	1	Endrobover  Corp.	Klidimor	air_handler	electric	heater	780						4914
cskulski@donquadtech.com	2	Emvenazz Holdings	Montinonex	air_handler	thermosolar	heater	1420						6437
cskulski@donquadtech.com	3	Thrucadantor WorldWide	Barsapicator	air_handler		air_conditioner	1550	2.1					5591
cskursky@dalttechnology.com	1	Rehupegazz		air_handler		heatpump	1030		20.4	59.4			5719
cskursky@dalttechnology.com	2	Barpickepex International Inc		water_heater	gas						36.5	171	6802
cskursky@dalttechnology.com	3	Uprobax International Group	Repebedgazz	air_handler		air_conditioner	1550	1.9					5743
cskursky@dalttechnology.com	4	Groglibexan International	Supwerpax	air_handler		air_conditioner	1290	3.0					6673
cskursky@zotware.com	1	Emdudistor	Rapglibefax	air_handler		heatpump	900		25.1	44.4			7194
cskursky@zotware.com	2	Inrobicator Holdings Group	Grodudin	air_handler	gas	heater	890						5353
cskursky@zotware.com	3	Lomwerpower	Tupwerackicator	air_handler	gas	heater,air_conditioner	500	8.0					8597
cskursky@zotware.com	4	Barnipor Holdings Inc	Inerewicator	air_handler		air_conditioner	1630	1.6					4414
cslayton@rantouch.com	1	Emwerpentor Direct Corp.	Cipdudimower	air_handler		air_conditioner	380	5.0					5570
cslayton@rantouch.com	2	Supkilonex	Zeedimeficator	air_handler		air_conditioner	1370	2.7					6317
cslayton@rantouch.com	3	Raptanonan	Parbanicator	water_heater	electric						24.6	123	5024
cslayton@rantouch.com	4	Supwerpommover International Corp.	Unwerpackicator	water_heater	electric						78.2	142	5547
cslayton@rantouch.com	5	Qwihupor Direct Group	Winveniman	air_handler	gas	air_conditioner,heater	700	2.1					6080
cslayton@rantouch.com	6	Monfropor	Varbanaquover	air_handler	electric	heater	1360						5902
cslayton@zathunicon.com	1	Unpebaquover Holdings	Rebanewantor	air_handler		air_conditioner	620	2.8					9553
cslayton@zathunicon.com	2	Endzapplin International Inc		air_handler		heatpump	740		17.4	37.7			8667
cslayton@zathunicon.com	3	Dopnipaquistor	Rapquestegentor	water_heater	gas						82.7	102	7819
csmith@inity.com	1	Dopnipedower International		water_heater	electric						11.6	196	10933
csmith@sonron.com	1	Dopjubupicator	Fromunex	air_handler	electric	heater,heatpump	1300		23.4	28.9			4392
csmith@sonron.com	2	Rapsipefar Direct Company	Qwitinommazz	air_handler	gas	air_conditioner,heater	960	4.5					6782
